F1,Indicator Code,Country ISO3,Year,Indicator,answer, Value ,Subindicator Type,Country,Region (global),Ida / Ibrd (global)
2.323611111,DB46,ISR,1/1/2006,Paying Taxes: Total tax rate % of profit,, 34.80 ,Total,Israel,Middle East & North Africa,..
2.330555556,DB42,ITA,1/1/2006,Paying Taxes: Payments number per year,, 14.00 ,Total,Italy,Europe & Central Asia,..
2.331944444,DB45,ITA,1/1/2006,Paying Taxes: Time hours per year,, 340.00 ,Total,Italy,Europe & Central Asia,..
2.332638889,DB46,ITA,1/1/2006,Paying Taxes: Total tax rate % of profit,, 75.30 ,Total,Italy,Europe & Central Asia,..
2.3375,DB42,JAM,1/1/2006,Paying Taxes: Payments number per year,, 72.00 ,Total,Jamaica,Latin America & Caribbean,IBRD
2.338888889,DB45,JAM,1/1/2006,Paying Taxes: Time hours per year,, 324.00 ,Total,Jamaica,Latin America & Caribbean,IBRD
2.339583333,DB46,JAM,1/1/2006,Paying Taxes: Total tax rate % of profit,, 47.90 ,Total,Jamaica,Latin America & Caribbean,IBRD
2.344444444,ES45,JOR,1/1/2006,Corruption / Percent of firms expected to give gifts in meetings with tax officials,, 0.90 ,Total,Jordan,Middle East & North Africa,IBRD
2.347222222,DB42,JOR,1/1/2006,Paying Taxes: Payments number per year,, 26.00 ,Total,Jordan,Middle East & North Africa,IBRD
2.348611111,DB45,JOR,1/1/2006,Paying Taxes: Time hours per year,, 136.00 ,Total,Jordan,Middle East & North Africa,IBRD
2.349305556,DB46,JOR,1/1/2006,Paying Taxes: Total tax rate % of profit,, 31.10 ,Total,Jordan,Middle East & North Africa,IBRD
2.35,ES28,JOR,1/1/2006,Regulations and Taxes / If there were visits average number of visits or required meetings with tax officials,, 2.10 ,Total,Jordan,Middle East & North Africa,IBRD
2.350694444,ES40,JOR,1/1/2006,Regulations and Taxes / Number of visits or required meetings with tax officials,, 1.70 ,Total,Jordan,Middle East & North Africa,IBRD
2.351388889,ES66,JOR,1/1/2006,Regulations and Taxes / Percent of firms identifying tax administration as a major constraint,, 36.40 ,Total,Jordan,Middle East & North Africa,IBRD
2.352083333,ES67,JOR,1/1/2006,Regulations and Taxes / Percent of firms identifying tax rates as a major constraint,, 52.80 ,Total,Jordan,Middle East & North Africa,IBRD
2.356944444,DB45,JPN,1/1/2006,Paying Taxes: Time hours per year,, 350.00 ,Total,Japan,East Asia & Pacific,..
2.3625,DB42,KAZ,1/1/2006,Paying Taxes: Payments number per year,, 7.00 ,Total,Kazakhstan,Europe & Central Asia,IBRD
2.363888889,DB45,KAZ,1/1/2006,Paying Taxes: Time hours per year,, 261.00 ,Total,Kazakhstan,Europe & Central Asia,IBRD
2.364583333,DB46,KAZ,1/1/2006,Paying Taxes: Total tax rate % of profit,, 45.00 ,Total,Kazakhstan,Europe & Central Asia,IBRD
2.372222222,DB42,KEN,1/1/2006,Paying Taxes: Payments number per year,, 42.00 ,Total,Kenya,Sub-Saharan Africa,Blend
2.373611111,DB45,KEN,1/1/2006,Paying Taxes: Time hours per year,, 444.00 ,Total,Kenya,Sub-Saharan Africa,Blend
2.374305556,DB46,KEN,1/1/2006,Paying Taxes: Total tax rate % of profit,, 49.80 ,Total,Kenya,Sub-Saharan Africa,Blend
2.381944444,DB42,KGZ,1/1/2006,Paying Taxes: Payments number per year,, 76.00 ,Total,Kyrgyz Republic,Europe & Central Asia,IDA
2.383333333,DB45,KGZ,1/1/2006,Paying Taxes: Time hours per year,, 222.00 ,Total,Kyrgyz Republic,Europe & Central Asia,IDA
2.384027778,DB46,KGZ,1/1/2006,Paying Taxes: Total tax rate % of profit,, 67.40 ,Total,Kyrgyz Republic,Europe & Central Asia,IDA
2.391666667,DB42,KHM,1/1/2006,Paying Taxes: Payments number per year,, 39.00 ,Total,Cambodia,East Asia & Pacific,IDA
2.393055556,DB45,KHM,1/1/2006,Paying Taxes: Time hours per year,, 137.00 ,Total,Cambodia,East Asia & Pacific,IDA
2.39375,DB46,KHM,1/1/2006,Paying Taxes: Total tax rate % of profit,, 21.50 ,Total,Cambodia,East Asia & Pacific,IDA
2.399305556,DB42,KIR,1/1/2006,Paying Taxes: Payments number per year,, 7.00 ,Total,Kiribati,East Asia & Pacific,IDA
2.400694444,DB45,KIR,1/1/2006,Paying Taxes: Time hours per year,, 120.00 ,Total,Kiribati,East Asia & Pacific,IDA
2.401388889,DB46,KIR,1/1/2006,Paying Taxes: Total tax rate % of profit,, 31.80 ,Total,Kiribati,East Asia & Pacific,IDA
2.403472222,DB42,KNA,1/1/2006,Paying Taxes: Payments number per year,, 28.00 ,Total,St. Kitts and Nevis,Latin America & Caribbean,IBRD
2.404861111,DB45,KNA,1/1/2006,Paying Taxes: Time hours per year,, 172.00 ,Total,St. Kitts and Nevis,Latin America & Caribbean,IBRD
2.405555556,DB46,KNA,1/1/2006,Paying Taxes: Total tax rate % of profit,, 52.30 ,Total,St. Kitts and Nevis,Latin America & Caribbean,IBRD
2.411805556,DB42,KOR,1/1/2006,Paying Taxes: Payments number per year,, 15.00 ,Total,"Korea, Rep.",East Asia & Pacific,..
2.413194444,DB45,KOR,1/1/2006,Paying Taxes: Time hours per year,, 290.00 ,Total,"Korea, Rep.",East Asia & Pacific,..
2.413888889,DB46,KOR,1/1/2006,Paying Taxes: Total tax rate % of profit,, 32.50 ,Total,"Korea, Rep.",East Asia & Pacific,..
2.427777778,DB42,KWT,1/1/2006,Paying Taxes: Payments number per year,, 12.00 ,Total,Kuwait,Middle East & North Africa,..
2.428472222,DB45,KWT,1/1/2006,Paying Taxes: Time hours per year,, 98.00 ,Total,Kuwait,Middle East & North Africa,..
2.429166667,DB46,KWT,1/1/2006,Paying Taxes: Total tax rate % of profit,, 10.70 ,Total,Kuwait,Middle East & North Africa,..
2.434027778,DB42,LAO,1/1/2006,Paying Taxes: Payments number per year,, 34.00 ,Total,Lao PDR,East Asia & Pacific,IDA
2.435416667,DB45,LAO,1/1/2006,Paying Taxes: Time hours per year,, 672.00 ,Total,Lao PDR,East Asia & Pacific,IDA
2.436111111,DB46,LAO,1/1/2006,Paying Taxes: Total tax rate % of profit,, 35.20 ,Total,Lao PDR,East Asia & Pacific,IDA
2.44375,DB42,LBN,1/1/2006,Paying Taxes: Payments number per year,, 20.00 ,Total,Lebanon,Middle East & North Africa,IBRD
2.445138889,DB45,LBN,1/1/2006,Paying Taxes: Time hours per year,, 180.00 ,Total,Lebanon,Middle East & North Africa,IBRD
2.445833333,DB46,LBN,1/1/2006,Paying Taxes: Total tax rate % of profit,, 35.40 ,Total,Lebanon,Middle East & North Africa,IBRD
2.453472222,DB42,LBR,1/1/2006,Paying Taxes: Payments number per year,, 33.00 ,Total,Liberia,Sub-Saharan Africa,IDA
2.454861111,DB45,LBR,1/1/2006,Paying Taxes: Time hours per year,, 150.00 ,Total,Liberia,Sub-Saharan Africa,IDA
2.455555556,DB46,LBR,1/1/2006,Paying Taxes: Total tax rate % of profit,, 42.50 ,Total,Liberia,Sub-Saharan Africa,IDA
2.468055556,DB42,LCA,1/1/2006,Paying Taxes: Payments number per year,, 35.00 ,Total,St. Lucia,Latin America & Caribbean,Blend
2.469444444,DB45,LCA,1/1/2006,Paying Taxes: Time hours per year,, 71.00 ,Total,St. Lucia,Latin America & Caribbean,Blend
2.470138889,DB46,LCA,1/1/2006,Paying Taxes: Total tax rate % of profit,, 34.00 ,Total,St. Lucia,Latin America & Caribbean,Blend
2.476388889,DB42,LKA,1/1/2006,Paying Taxes: Payments number per year,, 59.00 ,Total,Sri Lanka,South Asia,IBRD
2.477777778,DB45,LKA,1/1/2006,Paying Taxes: Time hours per year,, 268.00 ,Total,Sri Lanka,South Asia,IBRD
2.478472222,DB46,LKA,1/1/2006,Paying Taxes: Total tax rate % of profit,, 59.80 ,Total,Sri Lanka,South Asia,IBRD
2.486111111,DB42,LSO,1/1/2006,Paying Taxes: Payments number per year,, 21.00 ,Total,Lesotho,Sub-Saharan Africa,IDA
2.4875,DB45,LSO,1/1/2006,Paying Taxes: Time hours per year,, 564.00 ,Total,Lesotho,Sub-Saharan Africa,IDA
2.488194444,DB46,LSO,1/1/2006,Paying Taxes: Total tax rate % of profit,, 20.10 ,Total,Lesotho,Sub-Saharan Africa,IDA
2.495833333,DB42,LTU,1/1/2006,Paying Taxes: Payments number per year,, 11.00 ,Total,Lithuania,Europe & Central Asia,..
2.497222222,DB45,LTU,1/1/2006,Paying Taxes: Time hours per year,, 166.00 ,Total,Lithuania,Europe & Central Asia,..
2.497916667,DB46,LTU,1/1/2006,Paying Taxes: Total tax rate % of profit,, 47.60 ,Total,Lithuania,Europe & Central Asia,..
2.504861111,DB42,LUX,1/1/2006,Paying Taxes: Payments number per year,, 23.00 ,Total,Luxembourg,Europe & Central Asia,..
2.50625,DB45,LUX,1/1/2006,Paying Taxes: Time hours per year,, 59.00 ,Total,Luxembourg,Europe & Central Asia,..
2.506944444,DB46,LUX,1/1/2006,Paying Taxes: Total tax rate % of profit,, 20.40 ,Total,Luxembourg,Europe & Central Asia,..
2.511805556,DB42,LVA,1/1/2006,Paying Taxes: Payments number per year,, 7.00 ,Total,Latvia,Europe & Central Asia,..
2.513194444,DB45,LVA,1/1/2006,Paying Taxes: Time hours per year,, 280.00 ,Total,Latvia,Europe & Central Asia,..
2.513888889,DB46,LVA,1/1/2006,Paying Taxes: Total tax rate % of profit,, 36.20 ,Total,Latvia,Europe & Central Asia,..
2.521527778,DB42,MAR,1/1/2006,Paying Taxes: Payments number per year,, 28.00 ,Total,Morocco,Middle East & North Africa,IBRD
2.522916667,DB45,MAR,1/1/2006,Paying Taxes: Time hours per year,, 358.00 ,Total,Morocco,Middle East & North Africa,IBRD
2.523611111,DB46,MAR,1/1/2006,Paying Taxes: Total tax rate % of profit,, 51.70 ,Total,Morocco,Middle East & North Africa,IBRD
2.53125,DB42,MDA,1/1/2006,Paying Taxes: Payments number per year,, 53.00 ,Total,Moldova,Europe & Central Asia,Blend
2.532638889,DB45,MDA,1/1/2006,Paying Taxes: Time hours per year,, 232.00 ,Total,Moldova,Europe & Central Asia,Blend
2.533333333,DB46,MDA,1/1/2006,Paying Taxes: Total tax rate % of profit,, 45.50 ,Total,Moldova,Europe & Central Asia,Blend
2.540972222,DB42,MDG,1/1/2006,Paying Taxes: Payments number per year,, 26.00 ,Total,Madagascar,Sub-Saharan Africa,IDA
2.542361111,DB45,MDG,1/1/2006,Paying Taxes: Time hours per year,, 304.00 ,Total,Madagascar,Sub-Saharan Africa,IDA
2.543055556,DB46,MDG,1/1/2006,Paying Taxes: Total tax rate % of profit,, 45.00 ,Total,Madagascar,Sub-Saharan Africa,IDA
2.548611111,DB42,MDV,1/1/2006,Paying Taxes: Payments number per year,, 3.00 ,Total,Maldives,South Asia,IDA
2.55,DB45,MDV,1/1/2006,Paying Taxes: Time hours per year,, -   ,Total,Maldives,South Asia,IDA
2.550694444,DB46,MDV,1/1/2006,Paying Taxes: Total tax rate % of profit,, 9.30 ,Total,Maldives,South Asia,IDA
2.551388889,ES45,MEX,1/1/2006,Corruption / Percent of firms expected to give gifts in meetings with tax officials,, 9.60 ,Total,Mexico,Latin America & Caribbean,IBRD
2.554861111,DB45,MEX,1/1/2006,Paying Taxes: Time hours per year,, 560.00 ,Total,Mexico,Latin America & Caribbean,IBRD
2.55625,ES28,MEX,1/1/2006,Regulations and Taxes / If there were visits average number of visits or required meetings with tax officials,, 2.10 ,Total,Mexico,Latin America & Caribbean,IBRD
2.556944444,ES40,MEX,1/1/2006,Regulations and Taxes / Number of visits or required meetings with tax officials,, 0.60 ,Total,Mexico,Latin America & Caribbean,IBRD
2.557638889,ES66,MEX,1/1/2006,Regulations and Taxes / Percent of firms identifying tax administration as a major constraint,, 24.30 ,Total,Mexico,Latin America & Caribbean,IBRD
2.558333333,ES67,MEX,1/1/2006,Regulations and Taxes / Percent of firms identifying tax rates as a major constraint,, 31.90 ,Total,Mexico,Latin America & Caribbean,IBRD
2.561111111,DB42,MHL,1/1/2006,Paying Taxes: Payments number per year,, 9.00 ,Total,Marshall Islands,East Asia & Pacific,IDA
2.561805556,DB45,MHL,1/1/2006,Paying Taxes: Time hours per year,, 128.00 ,Total,Marshall Islands,East Asia & Pacific,IDA
2.5625,DB46,MHL,1/1/2006,Paying Taxes: Total tax rate % of profit,, 64.80 ,Total,Marshall Islands,East Asia & Pacific,IDA
2.565972222,DB42,MKD,1/1/2006,Paying Taxes: Payments number per year,, 43.00 ,Total,"Macedonia, FYR",Europe & Central Asia,IBRD
2.567361111,DB45,MKD,1/1/2006,Paying Taxes: Time hours per year,, 192.00 ,Total,"Macedonia, FYR",Europe & Central Asia,IBRD
2.568055556,DB46,MKD,1/1/2006,Paying Taxes: Total tax rate % of profit,, 17.80 ,Total,"Macedonia, FYR",Europe & Central Asia,IBRD
2.575694444,DB42,MLI,1/1/2006,Paying Taxes: Payments number per year,, 59.00 ,Total,Mali,Sub-Saharan Africa,IDA
2.577083333,DB45,MLI,1/1/2006,Paying Taxes: Time hours per year,, 270.00 ,Total,Mali,Sub-Saharan Africa,IDA
2.577777778,DB46,MLI,1/1/2006,Paying Taxes: Total tax rate % of profit,, 51.40 ,Total,Mali,Sub-Saharan Africa,IDA
2.601388889,DB42,MNE,1/1/2006,Paying Taxes: Payments number per year,, 89.00 ,Total,Montenegro,Europe & Central Asia,IBRD
2.602777778,DB45,MNE,1/1/2006,Paying Taxes: Time hours per year,, 372.00 ,Total,Montenegro,Europe & Central Asia,IBRD
2.603472222,DB46,MNE,1/1/2006,Paying Taxes: Total tax rate % of profit,, 33.20 ,Total,Montenegro,Europe & Central Asia,IBRD
2.611111111,DB42,MNG,1/1/2006,Paying Taxes: Payments number per year,, 41.00 ,Total,Mongolia,East Asia & Pacific,Blend
2.6125,DB45,MNG,1/1/2006,Paying Taxes: Time hours per year,, 204.00 ,Total,Mongolia,East Asia & Pacific,Blend
2.613194444,DB46,MNG,1/1/2006,Paying Taxes: Total tax rate % of profit,, 40.00 ,Total,Mongolia,East Asia & Pacific,Blend
2.620833333,DB42,MOZ,1/1/2006,Paying Taxes: Payments number per year,, 37.00 ,Total,Mozambique,Sub-Saharan Africa,IDA
2.622222222,DB45,MOZ,1/1/2006,Paying Taxes: Time hours per year,, 230.00 ,Total,Mozambique,Sub-Saharan Africa,IDA
2.622916667,DB46,MOZ,1/1/2006,Paying Taxes: Total tax rate % of profit,, 37.00 ,Total,Mozambique,Sub-Saharan Africa,IDA
2.627777778,ES45,MRT,1/1/2006,Corruption / Percent of firms expected to give gifts in meetings with tax officials,, 48.20 ,Total,Mauritania,Sub-Saharan Africa,IDA
2.630555556,DB42,MRT,1/1/2006,Paying Taxes: Payments number per year,, 37.00 ,Total,Mauritania,Sub-Saharan Africa,IDA
2.631944444,DB45,MRT,1/1/2006,Paying Taxes: Time hours per year,, 696.00 ,Total,Mauritania,Sub-Saharan Africa,IDA
2.632638889,DB46,MRT,1/1/2006,Paying Taxes: Total tax rate % of profit,, 94.70 ,Total,Mauritania,Sub-Saharan Africa,IDA
2.633333333,ES28,MRT,1/1/2006,Regulations and Taxes / If there were visits average number of visits or required meetings with tax officials,, 1.90 ,Total,Mauritania,Sub-Saharan Africa,IDA
2.634027778,ES40,MRT,1/1/2006,Regulations and Taxes / Number of visits or required meetings with tax officials,, 1.80 ,Total,Mauritania,Sub-Saharan Africa,IDA
2.634722222,ES66,MRT,1/1/2006,Regulations and Taxes / Percent of firms identifying tax administration as a major constraint,, 26.50 ,Total,Mauritania,Sub-Saharan Africa,IDA
2.635416667,ES67,MRT,1/1/2006,Regulations and Taxes / Percent of firms identifying tax rates as a major constraint,, 35.20 ,Total,Mauritania,Sub-Saharan Africa,IDA
2.640277778,DB42,MUS,1/1/2006,Paying Taxes: Payments number per year,, 8.00 ,Total,Mauritius,Sub-Saharan Africa,IBRD
2.641666667,DB45,MUS,1/1/2006,Paying Taxes: Time hours per year,, 161.00 ,Total,Mauritius,Sub-Saharan Africa,IBRD
2.642361111,DB46,MUS,1/1/2006,Paying Taxes: Total tax rate % of profit,, 26.00 ,Total,Mauritius,Sub-Saharan Africa,IBRD
2.65,DB42,MWI,1/1/2006,Paying Taxes: Payments number per year,, 23.00 ,Total,Malawi,Sub-Saharan Africa,IDA
2.651388889,DB45,MWI,1/1/2006,Paying Taxes: Time hours per year,, 370.00 ,Total,Malawi,Sub-Saharan Africa,IDA
2.652083333,DB46,MWI,1/1/2006,Paying Taxes: Total tax rate % of profit,, 33.40 ,Total,Malawi,Sub-Saharan Africa,IDA
2.659722222,DB42,MYS,1/1/2006,Paying Taxes: Payments number per year,, 35.00 ,Total,Malaysia,East Asia & Pacific,IBRD
2.661111111,DB45,MYS,1/1/2006,Paying Taxes: Time hours per year,, 190.00 ,Total,Malaysia,East Asia & Pacific,IBRD
2.661805556,DB46,MYS,1/1/2006,Paying Taxes: Total tax rate % of profit,, 36.00 ,Total,Malaysia,East Asia & Pacific,IBRD
2.666666667,ES45,NAM,1/1/2006,Corruption / Percent of firms expected to give gifts in meetings with tax officials,, 2.60 ,Total,Namibia,Sub-Saharan Africa,IBRD
2.669444444,DB42,NAM,1/1/2006,Paying Taxes: Payments number per year,, 37.00 ,Total,Namibia,Sub-Saharan Africa,IBRD
2.670833333,DB45,NAM,1/1/2006,Paying Taxes: Time hours per year,, 339.00 ,Total,Namibia,Sub-Saharan Africa,IBRD
2.671527778,DB46,NAM,1/1/2006,Paying Taxes: Total tax rate % of profit,, 25.80 ,Total,Namibia,Sub-Saharan Africa,IBRD
2.672222222,ES28,NAM,1/1/2006,Regulations and Taxes / If there were visits average number of visits or required meetings with tax officials,, 1.40 ,Total,Namibia,Sub-Saharan Africa,IBRD
2.672916667,ES40,NAM,1/1/2006,Regulations and Taxes / Number of visits or required meetings with tax officials,, 0.30 ,Total,Namibia,Sub-Saharan Africa,IBRD
2.673611111,ES66,NAM,1/1/2006,Regulations and Taxes / Percent of firms identifying tax administration as a major constraint,, 4.40 ,Total,Namibia,Sub-Saharan Africa,IBRD
2.674305556,ES67,NAM,1/1/2006,Regulations and Taxes / Percent of firms identifying tax rates as a major constraint,, 20.40 ,Total,Namibia,Sub-Saharan Africa,IBRD
2.676388889,ES45,NER,1/1/2006,Corruption / Percent of firms expected to give gifts in meetings with tax officials,, 17.00 ,Total,Niger,Sub-Saharan Africa,IDA
2.677777778,DB42,NER,1/1/2006,Paying Taxes: Payments number per year,, 41.00 ,Total,Niger,Sub-Saharan Africa,IDA
2.679166667,DB45,NER,1/1/2006,Paying Taxes: Time hours per year,, 270.00 ,Total,Niger,Sub-Saharan Africa,IDA
2.679861111,DB46,NER,1/1/2006,Paying Taxes: Total tax rate % of profit,, 42.50 ,Total,Niger,Sub-Saharan Africa,IDA
2.680555556,ES28,NER,1/1/2006,Regulations and Taxes / If there were visits average number of visits or required meetings with tax officials,, 4.40 ,Total,Niger,Sub-Saharan Africa,IDA
2.68125,ES40,NER,1/1/2006,Regulations and Taxes / Number of visits or required meetings with tax officials,, 3.30 ,Total,Niger,Sub-Saharan Africa,IDA
2.681944444,ES66,NER,1/1/2006,Regulations and Taxes / Percent of firms identifying tax administration as a major constraint,, 68.50 ,Total,Niger,Sub-Saharan Africa,IDA
2.682638889,ES67,NER,1/1/2006,Regulations and Taxes / Percent of firms identifying tax rates as a major constraint,, 69.40 ,Total,Niger,Sub-Saharan Africa,IDA
2.686805556,DB45,NGA,1/1/2006,Paying Taxes: Time hours per year,," 1,120.00 ",Total,Nigeria,Sub-Saharan Africa,Blend
2.692361111,ES45,NIC,1/1/2006,Corruption / Percent of firms expected to give gifts in meetings with tax officials,, 2.60 ,Total,Nicaragua,Latin America & Caribbean,IDA
2.695138889,DB42,NIC,1/1/2006,Paying Taxes: Payments number per year,, 66.00 ,Total,Nicaragua,Latin America & Caribbean,IDA
2.696527778,DB45,NIC,1/1/2006,Paying Taxes: Time hours per year,, 240.00 ,Total,Nicaragua,Latin America & Caribbean,IDA
2.697222222,DB46,NIC,1/1/2006,Paying Taxes: Total tax rate % of profit,, 63.50 ,Total,Nicaragua,Latin America & Caribbean,IDA
2.697916667,ES28,NIC,1/1/2006,Regulations and Taxes / If there were visits average number of visits or required meetings with tax officials,, 2.50 ,Total,Nicaragua,Latin America & Caribbean,IDA
2.698611111,ES40,NIC,1/1/2006,Regulations and Taxes / Number of visits or required meetings with tax officials,, 1.30 ,Total,Nicaragua,Latin America & Caribbean,IDA
2.699305556,ES66,NIC,1/1/2006,Regulations and Taxes / Percent of firms identifying tax administration as a major constraint,, 17.30 ,Total,Nicaragua,Latin America & Caribbean,IDA
2.7,ES67,NIC,1/1/2006,Regulations and Taxes / Percent of firms identifying tax rates as a major constraint,, 23.50 ,Total,Nicaragua,Latin America & Caribbean,IDA
2.704166667,DB42,NLD,1/1/2006,Paying Taxes: Payments number per year,, 20.00 ,Total,Netherlands,Europe & Central Asia,..
2.705555556,DB45,NLD,1/1/2006,Paying Taxes: Time hours per year,, 250.00 ,Total,Netherlands,Europe & Central Asia,..
2.70625,DB46,NLD,1/1/2006,Paying Taxes: Total tax rate % of profit,, 44.60 ,Total,Netherlands,Europe & Central Asia,..
2.710416667,DB42,NOR,1/1/2006,Paying Taxes: Payments number per year,, 4.00 ,Total,Norway,Europe & Central Asia,..
2.711805556,DB45,NOR,1/1/2006,Paying Taxes: Time hours per year,, 87.00 ,Total,Norway,Europe & Central Asia,..
2.7125,DB46,NOR,1/1/2006,Paying Taxes: Total tax rate % of profit,, 41.10 ,Total,Norway,Europe & Central Asia,..
2.717361111,DB42,NPL,1/1/2006,Paying Taxes: Payments number per year,, 34.00 ,Total,Nepal,South Asia,IDA
2.71875,DB45,NPL,1/1/2006,Paying Taxes: Time hours per year,, 408.00 ,Total,Nepal,South Asia,IDA
2.719444444,DB46,NPL,1/1/2006,Paying Taxes: Total tax rate % of profit,, 32.50 ,Total,Nepal,South Asia,IDA
2.726388889,DB42,NZL,1/1/2006,Paying Taxes: Payments number per year,, 8.00 ,Total,New Zealand,East Asia & Pacific,..
2.727777778,DB45,NZL,1/1/2006,Paying Taxes: Time hours per year,, 172.00 ,Total,New Zealand,East Asia & Pacific,..
2.728472222,DB46,NZL,1/1/2006,Paying Taxes: Total tax rate % of profit,, 35.40 ,Total,New Zealand,East Asia & Pacific,..
2.732638889,DB42,OMN,1/1/2006,Paying Taxes: Payments number per year,, 15.00 ,Total,Oman,Middle East & North Africa,..
2.734027778,DB45,OMN,1/1/2006,Paying Taxes: Time hours per year,, 52.00 ,Total,Oman,Middle East & North Africa,..
2.734722222,DB46,OMN,1/1/2006,Paying Taxes: Total tax rate % of profit,, 20.30 ,Total,Oman,Middle East & North Africa,..
2.740277778,DB45,PAK,1/1/2006,Paying Taxes: Time hours per year,, 560.00 ,Total,Pakistan,South Asia,Blend
2.745833333,ES45,PAN,1/1/2006,Corruption / Percent of firms expected to give gifts in meetings with tax officials,, 7.70 ,Total,Panama,Latin America & Caribbean,IBRD
2.748611111,DB42,PAN,1/1/2006,Paying Taxes: Payments number per year,, 52.00 ,Total,Panama,Latin America & Caribbean,IBRD
2.75,DB45,PAN,1/1/2006,Paying Taxes: Time hours per year,, 560.00 ,Total,Panama,Latin America & Caribbean,IBRD
2.750694444,DB46,PAN,1/1/2006,Paying Taxes: Total tax rate % of profit,, 44.10 ,Total,Panama,Latin America & Caribbean,IBRD
2.751388889,ES28,PAN,1/1/2006,Regulations and Taxes / If there were visits average number of visits or required meetings with tax officials,, 2.70 ,Total,Panama,Latin America & Caribbean,IBRD
2.752083333,ES40,PAN,1/1/2006,Regulations and Taxes / Number of visits or required meetings with tax officials,, 1.40 ,Total,Panama,Latin America & Caribbean,IBRD
2.752777778,ES66,PAN,1/1/2006,Regulations and Taxes / Percent of firms identifying tax administration as a major constraint,, 21.40 ,Total,Panama,Latin America & Caribbean,IBRD
2.753472222,ES67,PAN,1/1/2006,Regulations and Taxes / Percent of firms identifying tax rates as a major constraint,, 25.20 ,Total,Panama,Latin America & Caribbean,IBRD
2.755555556,ES45,PER,1/1/2006,Corruption / Percent of firms expected to give gifts in meetings with tax officials,, 1.60 ,Total,Peru,Latin America & Caribbean,IBRD
2.758333333,DB42,PER,1/1/2006,Paying Taxes: Payments number per year,, 9.00 ,Total,Peru,Latin America & Caribbean,IBRD
2.759722222,DB45,PER,1/1/2006,Paying Taxes: Time hours per year,, 424.00 ,Total,Peru,Latin America & Caribbean,IBRD
2.760416667,DB46,PER,1/1/2006,Paying Taxes: Total tax rate % of profit,, 38.80 ,Total,Peru,Latin America & Caribbean,IBRD
2.761111111,ES28,PER,1/1/2006,Regulations and Taxes / If there were visits average number of visits or required meetings with tax officials,, 2.50 ,Total,Peru,Latin America & Caribbean,IBRD
2.761805556,ES40,PER,1/1/2006,Regulations and Taxes / Number of visits or required meetings with tax officials,, 1.40 ,Total,Peru,Latin America & Caribbean,IBRD
2.7625,ES66,PER,1/1/2006,Regulations and Taxes / Percent of firms identifying tax administration as a major constraint,, 33.00 ,Total,Peru,Latin America & Caribbean,IBRD
2.763194444,ES67,PER,1/1/2006,Regulations and Taxes / Percent of firms identifying tax rates as a major constraint,, 30.00 ,Total,Peru,Latin America & Caribbean,IBRD
2.768055556,DB42,PHL,1/1/2006,Paying Taxes: Payments number per year,, 48.00 ,Total,Philippines,East Asia & Pacific,IBRD
2.769444444,DB45,PHL,1/1/2006,Paying Taxes: Time hours per year,, 195.00 ,Total,Philippines,East Asia & Pacific,IBRD
2.770138889,DB46,PHL,1/1/2006,Paying Taxes: Total tax rate % of profit,, 47.60 ,Total,Philippines,East Asia & Pacific,IBRD
2.775694444,DB42,PLW,1/1/2006,Paying Taxes: Payments number per year,, 11.00 ,Total,Palau,East Asia & Pacific,IBRD
2.776388889,DB45,PLW,1/1/2006,Paying Taxes: Time hours per year,, 128.00 ,Total,Palau,East Asia & Pacific,IBRD
2.777083333,DB46,PLW,1/1/2006,Paying Taxes: Total tax rate % of profit,, 72.50 ,Total,Palau,East Asia & Pacific,IBRD
2.779166667,DB42,PNG,1/1/2006,Paying Taxes: Payments number per year,, 32.00 ,Total,Papua New Guinea,East Asia & Pacific,Blend
2.780555556,DB45,PNG,1/1/2006,Paying Taxes: Time hours per year,, 205.50 ,Total,Papua New Guinea,East Asia & Pacific,Blend
2.78125,DB46,PNG,1/1/2006,Paying Taxes: Total tax rate % of profit,, 41.50 ,Total,Papua New Guinea,East Asia & Pacific,Blend
2.7875,DB42,POL,1/1/2006,Paying Taxes: Payments number per year,, 41.00 ,Total,Poland,Europe & Central Asia,IBRD
2.788888889,DB45,POL,1/1/2006,Paying Taxes: Time hours per year,, 420.00 ,Total,Poland,Europe & Central Asia,IBRD
2.789583333,DB46,POL,1/1/2006,Paying Taxes: Total tax rate % of profit,, 43.20 ,Total,Poland,Europe & Central Asia,IBRD
2.796527778,DB42,PRI,1/1/2006,Paying Taxes: Payments number per year,, 15.00 ,Total,Puerto Rico,Latin America & Caribbean,..
2.797916667,DB45,PRI,1/1/2006,Paying Taxes: Time hours per year,, 140.00 ,Total,Puerto Rico,Latin America & Caribbean,..
2.798611111,DB46,PRI,1/1/2006,Paying Taxes: Total tax rate % of profit,, 57.60 ,Total,Puerto Rico,Latin America & Caribbean,..
2.803472222,DB42,PRT,1/1/2006,Paying Taxes: Payments number per year,, 7.00 ,Total,Portugal,Europe & Central Asia,..
2.804861111,DB45,PRT,1/1/2006,Paying Taxes: Time hours per year,, 328.00 ,Total,Portugal,Europe & Central Asia,..
2.805555556,DB46,PRT,1/1/2006,Paying Taxes: Total tax rate % of profit,, 43.80 ,Total,Portugal,Europe & Central Asia,..
2.810416667,ES45,PRY,1/1/2006,Corruption / Percent of firms expected to give gifts in meetings with tax officials,, 24.50 ,Total,Paraguay,Latin America & Caribbean,IBRD
